host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,Year
Tilly,Manhattan,Little Italy,40.71702,-73.99811,Entire home/apt,90,14,1,1/2/2019,2019
Edward,Manhattan,East Village,40.72321,-73.98157,Private room,68,2,203,6/23/2019,2019
Claire,Manhattan,Upper West Side,40.77956,-73.98098,Entire home/apt,115,2,210,7/6/2019,2019
Juhli,Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,Private room,75,5,64,1/5/2019,2019
Marlon,Brooklyn,Williamsburg,40.71368,-73.9626,Private room,60,3,0,,
Mary D,Manhattan,East Village,40.72956,-73.98158,Entire home/apt,129,7,5,1/3/2019,2019
Valerie,Brooklyn,Williamsburg,40.71069,-73.95175,Entire home/apt,130,10,49,6/29/2019,2019
Larissa,Brooklyn,Williamsburg,40.70863,-73.94641,Entire home/apt,95,4,132,7/7/2019,2019
Eric,Manhattan,Harlem,40.82888,-73.94307,Private room,75,3,20,1/2/2019,2019
Jessica,Brooklyn,Park Slope,40.67319,-73.97323,Entire home/apt,175,2,11,5/2/2013,2013
Melissa,Brooklyn,Carroll Gardens,40.67846,-73.99443,Entire home/apt,190,3,51,7/1/2019,2019
Alex,Brooklyn,Crown Heights,40.6715,-73.94808,Private room,49,21,15,6/30/2019,2019
Samir,Manhattan,East Village,40.72681,-73.98534,Entire home/apt,212,3,67,6/25/2019,2019
Tony,Manhattan,Lower East Side,40.71904,-73.99392,Private room,95,1,109,6/23/2019,2019
Luis Fernando,Brooklyn,Williamsburg,40.71031,-73.9583,Entire home/apt,140,2,9,2/16/2019,2019
Henning,Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,135,6,187,6/23/2019,2019
Stefano,Brooklyn,Park Slope,40.67732,-73.98225,Entire home/apt,150,2,214,6/23/2019,2019
Jana,Brooklyn,Gowanus,40.68076,-73.9896,Entire home/apt,190,3,69,7/1/2019,2019
Per,Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,124,28,22,6/15/2019,2019
Adrienne,Brooklyn,Williamsburg,40.71492,-73.96282,Entire home/apt,135,30,56,5/6/2019,2019
Elise,Manhattan,Morningside Heights,40.80393,-73.95838,Private room,122,3,93,6/22/2019,2019
Deda,Manhattan,Upper West Side,40.80082,-73.9652,Private room,109,1,104,6/25/2019,2019
Share,Manhattan,Harlem,40.82976,-73.94867,Private room,85,30,64,7/6/2018,2018
Naimah,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145,3,127,6/24/2019,2019
Violetta,Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,195,11,30,6/13/2019,2019
Jenna,Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,250,2,106,6/27/2019,2019
Jason,Brooklyn,Greenpoint,40.73119,-73.95578,Private room,125,3,6,11/13/2016,2016
Alicia,Manhattan,Little Italy,40.71943,-73.99627,Entire home/apt,575,2,191,6/20/2019,2019
Silvia,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,6/11/2019,2019
Joab,Brooklyn,Bushwick,40.70514,-73.91922,Private room,70,5,47,6/29/2019,2019
Mary And Geoff,Manhattan,Inwood,40.86713,-73.92811,Private room,90,2,120,6/30/2019,2019
Eyal,Manhattan,East Village,40.73198,-73.98881,Private room,65,3,52,1/10/2019,2019
Bruce,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,48,6/16/2019,2019
Kurt,Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,250,3,32,5/24/2019,2019
Jennifer,Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,125,25,43,6/17/2019,2019
Ruperto,Manhattan,West Village,40.72966,-74.00243,Entire home/apt,200,30,39,6/25/2019,2019
Ben,Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,229,1,50,5/13/2014,2014
Thai,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,1/2/2019,2019
Hudson,Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,110,13,38,2/15/2019,2019
Vanessa,Brooklyn,Greenpoint,40.72646,-73.95341,Private room,59,3,29,6/16/2019,2019
Daniel,Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,195,4,59,6/23/2019,2019
Patty,Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,169,1,68,6/7/2019,2019
Amir,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,14,26,11/25/2015,2015
G & S,Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,250,14,31,8/22/2012,2012
Nazleen,Queens,Astoria,40.77635,-73.93426,Entire home/apt,115,2,198,5/31/2019,2019
Allison,Brooklyn,Greenpoint,40.72488,-73.95018,Private room,55,2,1,3/28/2011,2011
Scott,Brooklyn,Williamsburg,40.71398,-73.95763,Private room,69,2,220,6/22/2019,2019
Patricia,Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,150,3,286,6/27/2019,2019
Evelyn,Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,169,2,398,6/28/2019,2019
The Box House Hotel,Brooklyn,Greenpoint,40.73749,-73.95292,Private room,179,3,36,7/1/2019,2019
Moss Owen,Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,6/14/2019,2019
Nancy,Brooklyn,Boerum Hill,40.68674,-73.98876,Entire home/apt,135,4,6,2/5/2016,2016
Bliss,Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,350,6,14,4/20/2019,2019
Pam,Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,3/31/2019,2019
Jennifer,Manhattan,East Village,40.72329,-73.98486,Private room,71,2,182,7/4/2019,2019
The Box House Hotel,Brooklyn,Greenpoint,40.73776,-73.95327,Private room,349,3,8,3/27/2016,2016
The Box House Hotel,Brooklyn,Greenpoint,40.73738,-73.95482,Private room,349,3,7,5/24/2019,2019
Ellis,Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,165,30,34,9/25/2018,2018
The Box House Hotel,Brooklyn,Greenpoint,40.73842,-73.95312,Private room,249,3,2,5/12/2011,2011
Christopher,Brooklyn,Brooklyn Heights,40.6926,-73.99832,Private room,100,3,66,9/16/2016,2016
Christopher,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,6/30/2019,2019
Sarah,Manhattan,East Village,40.72399,-73.98374,Entire home/apt,169,4,240,6/6/2019,2019
Ruthven,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,7/2/2019,2019
Julian,Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,65,2,228,6/10/2019,2019
Leslie,Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,130,35,5,9/3/2018,2018
Sophie,Brooklyn,Williamsburg,40.7205,-73.96015,Entire home/apt,199,30,8,8/26/2018,2018
Yvette,Manhattan,East Village,40.72451,-73.98094,Entire home/apt,225,2,33,1/2/2019,2019
The Box House Hotel,Brooklyn,Greenpoint,40.73813,-73.95394,Private room,179,3,13,6/27/2019,2019
Famous,Brooklyn,Crown Heights,40.67591,-73.94715,Entire home/apt,150,5,5,7/22/2018,2018
Kyle,Manhattan,East Village,40.72843,-73.98895,Entire home/apt,139,1,388,6/26/2019,2019
Ange,Manhattan,Two Bridges,40.71271,-73.99776,Private room,95,3,223,6/23/2019,2019
Alex,Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,79,15,11,1/14/2019,2019
T,Manhattan,Lower East Side,40.71965,-73.98766,Entire home/apt,150,2,151,6/24/2019,2019
Sahr,Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,650,5,0,,
Marylyn,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,90,3,218,6/28/2019,2019
Nathalie,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,120,2,75,6/23/2019,2019
Savannah,Queens,Astoria,40.75961,-73.91117,Private room,80,1,42,7/6/2019,2019
Sadatu,Brooklyn,Crown Heights,40.67473,-73.94494,Entire home/apt,100,90,0,,
Jason,Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,2,370,7/5/2019,2019
Keishera,Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,120,5,104,6/21/2019,2019
Tessa,Brooklyn,Williamsburg,40.71055,-73.95098,Entire home/apt,140,7,13,7/18/2016,2016
Eduardo,Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,200,5,4,12/26/2018,2018
Sahr,Brooklyn,Clinton Hill,40.68413,-73.96542,Private room,165,4,11,6/7/2019,2019
Shon,Manhattan,Kips Bay,40.73877,-73.97707,Entire home/apt,125,4,1,1/3/2012,2012
Peter Michael,Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,130,30,19,6/11/2018,2018
Liz And Melissa,Manhattan,East Harlem,40.79406,-73.94102,Shared room,65,7,131,5/26/2019,2019
Wanda,Brooklyn,Fort Greene,40.68795,-73.97332,Entire home/apt,123,30,15,5/1/2019,2019
Giorgio,Manhattan,Washington Heights,40.85295,-73.93361,Private room,67,2,136,6/17/2019,2019
,Queens,Queens Village,40.72413,-73.76133,Private room,50,1,43,7/8/2019,2019
Mi,Brooklyn,Gowanus,40.66918,-73.99187,Entire home/apt,130,7,98,6/28/2019,2019
Lee And Tara,Brooklyn,Williamsburg,40.71125,-73.95613,Private room,100,3,31,3/1/2019,2019
Chas,Manhattan,Upper West Side,40.78558,-73.9696,Entire home/apt,212,21,45,1/1/2018,2018
Ade,Brooklyn,Williamsburg,40.71577,-73.96053,Entire home/apt,190,3,124,6/26/2019,2019
The Box House Hotel,Brooklyn,Greenpoint,40.73861,-73.95485,Private room,599,3,9,5/19/2018,2018
Jason,Manhattan,East Village,40.72577,-73.98745,Entire home/apt,249,5,166,5/27/2019,2019
Michelle,Queens,Rockaway Beach,40.58615,-73.81245,Private room,70,27,13,9/21/2015,2015
Alex,Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,100,30,15,1/5/2019,2019
Alicia,Manhattan,Harlem,40.82773,-73.95231,Private room,60,3,380,6/26/2019,2019
Olivia,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,Entire home/apt,135,2,86,6/16/2019,2019
Maya,Brooklyn,Greenpoint,40.72911,-73.95493,Entire home/apt,175,3,248,6/20/2019,2019
Kai,Manhattan,Upper West Side,40.77944,-73.98567,Entire home/apt,120,5,49,6/19/2019,2019
Driss,Manhattan,Midtown,40.74503,-73.98876,Entire home/apt,169,18,54,7/3/2019,2019
Marine,Brooklyn,Crown Heights,40.67539,-73.96093,Entire home/apt,165,7,3,1/1/2013,2013
Kelli,Manhattan,Harlem,40.8054,-73.95189,Private room,90,1,1,1/2/2016,2016
Olivia,Manhattan,Upper East Side,40.78491,-73.9508,Entire home/apt,225,2,56,12/28/2018,2018
Carol,Brooklyn,Fort Greene,40.69088,-73.97307,Private room,95,2,163,5/24/2019,2019
Anthony,Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55,2,247,6/21/2019,2019
Natalia,Manhattan,Hell's Kitchen,40.75835,-73.99193,Private room,85,10,116,5/11/2019,2019
Susi,Brooklyn,South Slope,40.66527,-73.9886,Entire home/apt,199,14,27,5/19/2019,2019
Tony,Manhattan,Lower East Side,40.71895,-73.99434,Entire home/apt,211,1,52,6/8/2019,2019
Andrey,Manhattan,Midtown,40.75579,-73.96699,Entire home/apt,145,6,39,9/24/2018,2018
Jane,Manhattan,Harlem,40.82399,-73.95328,Private room,65,14,35,6/1/2019,2019
Will,Manhattan,Harlem,40.81822,-73.94095,Entire home/apt,99,1,320,6/23/2019,2019
Lilly,Queens,Astoria,40.76434,-73.92132,Entire home/apt,110,4,30,6/16/2019,2019
Marylyn,Brooklyn,Crown Heights,40.67705,-73.94925,Entire home/apt,80,3,225,6/24/2019,2019
LuLu,Brooklyn,Brooklyn Heights,40.69263,-73.99438,Entire home/apt,150,30,95,5/26/2018,2018
Roberta,Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747,Entire home/apt,110,4,70,6/28/2019,2019
Paul,Manhattan,Chelsea,40.74412,-74.00208,Private room,290,2,35,1/3/2019,2019
Bobby,Manhattan,East Village,40.73067,-73.98702,Private room,87,2,0,,
Itamar,Brooklyn,Williamsburg,40.70665,-73.94061,Entire home/apt,190,4,50,7/2/2019,2019
Vikram,Brooklyn,Williamsburg,40.72063,-73.95952,Entire home/apt,200,2,29,6/23/2019,2019
Elizabeth,Brooklyn,Park Slope,40.67644,-73.98082,Entire home/apt,165,2,23,5/2/2016,2016
Christopher,Manhattan,Harlem,40.80481,-73.94794,Entire home/apt,110,2,142,6/16/2019,2019
Justin,Manhattan,East Village,40.72533,-73.99143,Entire home/apt,395,2,70,7/1/2019,2019
Rodney,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,Private room,99,2,38,6/3/2019,2019
Antonín,Brooklyn,Kensington,40.64302,-73.97255,Private room,39,1,82,5/19/2019,2019
Seith,Manhattan,East Village,40.72939,-73.98857,Entire home/apt,189,2,403,7/7/2019,2019
Eric,Manhattan,Upper West Side,40.79918,-73.96607,Private room,85,1,3,11/6/2014,2014
Katharine,Brooklyn,Gowanus,40.66862,-73.9926,Entire home/apt,260,30,3,8/4/2014,2014
Wayne,Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,122,1,116,6/13/2019,2019
Lauren,Brooklyn,Greenpoint,40.72473,-73.95199,Entire home/apt,165,2,175,7/7/2019,2019
Jean,Queens,Forest Hills,40.70925,-73.85262,Entire home/apt,97,3,28,7/1/2019,2019
Catherine,Manhattan,West Village,40.73215,-74.00922,Entire home/apt,170,4,24,12/26/2017,2017
Holly,Brooklyn,Williamsburg,40.71109,-73.94332,Entire home/apt,125,2,15,6/6/2016,2016
Tracy,Manhattan,Murray Hill,40.7463,-73.97926,Private room,130,4,105,6/6/2019,2019
Giovanni,Brooklyn,Williamsburg,40.71823,-73.95849,Entire home/apt,225,10,22,5/30/2019,2019
Karen,Brooklyn,East Flatbush,40.651,-73.94886,Private room,50,2,263,6/24/2019,2019
Christopher,Brooklyn,Fort Greene,40.68626,-73.97598,Entire home/apt,170,3,86,6/20/2019,2019
Jeff,Manhattan,Chelsea,40.74488,-74.001,Entire home/apt,132,4,10,1/1/2017,2017
Irena,Brooklyn,Park Slope,40.67632,-73.97616,Entire home/apt,250,7,18,5/27/2019,2019
Michael,Brooklyn,Greenpoint,40.72212,-73.94254,Entire home/apt,141,5,8,7/8/2018,2018
Jessica,Brooklyn,Crown Heights,40.67456,-73.95151,Entire home/apt,64,20,70,1/31/2019,2019
Daniel,Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,249,3,150,7/5/2019,2019
Ivy,Brooklyn,Crown Heights,40.6755,-73.95878,Private room,79,2,115,5/25/2017,2017
Dave,Manhattan,East Village,40.72274,-73.97581,Entire home/apt,185,2,69,5/26/2019,2019
Mark,Brooklyn,Boerum Hill,40.6858,-73.9828,Entire home/apt,120,3,232,6/22/2019,2019
Orna,Brooklyn,Park Slope,40.67535,-73.97654,Entire home/apt,495,1,35,1/13/2018,2018
Allison,Manhattan,Nolita,40.72255,-73.99346,Entire home/apt,375,3,18,10/1/2013,2013
Vanessa,Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,175,3,68,6/10/2019,2019
Josh,Manhattan,East Village,40.72485,-73.97813,Entire home/apt,150,4,22,11/10/2014,2014
Rinaldo,Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,259,8,17,5/18/2019,2019
Jonathan,Manhattan,East Village,40.72217,-73.98419,Private room,96,1,34,1/5/2016,2016
Oliver,Brooklyn,Williamsburg,40.71943,-73.9565,Entire home/apt,145,7,8,6/6/2014,2014
Kristin,Manhattan,Chelsea,40.74249,-74.00329,Entire home/apt,200,4,0,,
Carolyn,Manhattan,Upper West Side,40.79264,-73.97294,Entire home/apt,95,5,2,7/6/2018,2018
Meighan,Brooklyn,Windsor Terrace,40.65749,-73.97675,Entire home/apt,250,4,52,4/27/2019,2019
Julie,Manhattan,Harlem,40.80474,-73.94688,Entire home/apt,295,2,74,6/16/2019,2019
John,Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,175,3,18,5/31/2013,2013
Mihalis,Brooklyn,Williamsburg,40.71541,-73.94144,Entire home/apt,451,2,72,5/11/2019,2019
B.,Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,165,2,191,6/29/2019,2019
Nancy,Manhattan,Upper East Side,40.78508,-73.95332,Entire home/apt,250,4,0,,
"Dee, Dre & Mama Shelley",Bronx,Woodlawn,40.89747,-73.8639,Entire home/apt,77,1,197,6/23/2019,2019
Peter,Manhattan,Lower East Side,40.72008,-73.98404,Entire home/apt,250,4,19,7/6/2019,2019
Gladys & Bob,Queens,Astoria,40.75725,-73.91098,Entire home/apt,129,1,414,7/3/2019,2019
M,Brooklyn,Williamsburg,40.7102,-73.94495,Private room,98,2,8,12/11/2018,2018
Wendy,Brooklyn,Park Slope,40.67359,-73.97904,Entire home/apt,150,2,0,,
Ewelina,Manhattan,East Village,40.72674,-73.9782,Private room,95,7,25,2/12/2019,2019
Wayne,Manhattan,Harlem,40.81156,-73.94571,Private room,55,3,119,5/28/2019,2019
William,Manhattan,Harlem,40.80497,-73.95016,Entire home/apt,300,2,203,7/6/2019,2019
Lucy,Queens,Sunnyside,40.7385,-73.91806,Private room,42,40,53,11/16/2018,2018
Pat,Brooklyn,Greenpoint,40.72937,-73.95671,Entire home/apt,125,2,104,6/16/2019,2019
Donna,Manhattan,East Village,40.72587,-73.98438,Private room,175,3,175,6/28/2019,2019
Kimberly,Manhattan,Harlem,40.82426,-73.9463,Private room,75,3,38,5/8/2018,2018
Meredith,Brooklyn,Williamsburg,40.71624,-73.96272,Entire home/apt,255,45,39,5/2/2019,2019
Tokunbo,Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,Entire home/apt,72,31,88,6/16/2019,2019
Fred,Brooklyn,Bedford-Stuyvesant,40.68669,-73.91989,Private room,165,1,27,10/8/2017,2017
Laura,Brooklyn,Williamsburg,40.71534,-73.95914,Entire home/apt,165,5,117,6/29/2019,2019
Pepe,Brooklyn,Clinton Hill,40.68288,-73.96024,Private room,75,3,43,5/20/2019,2019
Lennny & Megan,Brooklyn,Greenpoint,40.72489,-73.95494,Entire home/apt,130,5,4,3/13/2015,2015
Amia,Brooklyn,Williamsburg,40.70867,-73.94284,Entire home/apt,139,2,385,6/29/2019,2019
JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.67963,-73.93908,Private room,88,1,64,7/1/2019,2019
JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,Private room,80,1,39,6/24/2019,2019
Kaye,Manhattan,Chelsea,40.74346,-73.99882,Private room,150,2,37,7/3/2019,2019
Ligia,Manhattan,Upper West Side,40.77724,-73.98109,Entire home/apt,200,3,10,1/1/2019,2019
James,Manhattan,East Village,40.72972,-73.97995,Entire home/apt,200,2,103,6/24/2019,2019
Lucy,Queens,Sunnyside,40.74102,-73.91681,Private room,42,40,41,6/1/2019,2019
Alain,Brooklyn,Williamsburg,40.71309,-73.94128,Private room,90,6,3,8/31/2014,2014
"Robert ""Bob""",Manhattan,Harlem,40.83096,-73.94633,Entire home/apt,295,3,227,6/26/2019,2019
Andres,Brooklyn,Williamsburg,40.71323,-73.95745,Entire home/apt,450,5,37,12/27/2018,2018
Placid,Brooklyn,Crown Heights,40.67212,-73.9506,Entire home/apt,130,2,29,6/28/2019,2019
Jsun,Brooklyn,Williamsburg,40.71023,-73.96665,Private room,89,3,205,12/31/2017,2017
Jorin,Manhattan,Harlem,40.80523,-73.95139,Entire home/apt,198,5,42,6/3/2019,2019
Seith,Manhattan,East Village,40.72636,-73.98917,Entire home/apt,99,2,280,7/5/2019,2019
Andrea,Brooklyn,Greenpoint,40.72185,-73.93956,Private room,46,4,86,6/8/2019,2019
Jade,Manhattan,SoHo,40.72351,-73.99683,Private room,140,2,54,6/16/2019,2019
Smadar,Brooklyn,Carroll Gardens,40.6809,-73.99233,Entire home/apt,500,7,7,8/29/2018,2018
Rahul,Manhattan,Morningside Heights,40.80525,-73.95916,Private room,75,5,57,1/1/2019,2019
Lucy,Queens,Sunnyside,40.74,-73.91901,Private room,33,44,31,5/1/2019,2019
Giancarlo,Manhattan,Upper West Side,40.80006,-73.96049,Entire home/apt,250,31,188,8/23/2018,2018
Wanda,Brooklyn,Bushwick,40.70283,-73.92131,Private room,60,3,480,7/7/2019,2019
Yvette,Manhattan,Washington Heights,40.84468,-73.94303,Private room,75,2,34,6/15/2019,2019
Jilly,Brooklyn,Carroll Gardens,40.68252,-73.99619,Entire home/apt,350,5,6,8/8/2015,2015
Daniel,Manhattan,Chelsea,40.74342,-73.99483,Entire home/apt,205,9,3,5/13/2018,2018
Adam,Brooklyn,Park Slope,40.67853,-73.98089,Entire home/apt,219,5,2,8/31/2014,2014
Lisel,Brooklyn,Park Slope,40.6788,-73.97643,Private room,60,1,20,8/24/2018,2018
Barbara,Manhattan,Upper West Side,40.77886,-73.98042,Entire home/apt,185,2,129,6/7/2019,2019
Chris,Manhattan,East Village,40.72578,-73.97879,Entire home/apt,190,3,147,6/30/2019,2019
Sara,Brooklyn,South Slope,40.66085,-73.98537,Entire home/apt,105,28,101,7/1/2019,2019
Benton,Manhattan,East Harlem,40.80113,-73.94503,Entire home/apt,250,2,11,1/2/2016,2016
Linda & Chris,Manhattan,Upper West Side,40.78569,-73.97581,Entire home/apt,175,65,11,10/15/2013,2013
Alec,Manhattan,Harlem,40.82411,-73.94934,Private room,65,2,41,6/16/2019,2019
Julia,Brooklyn,Bedford-Stuyvesant,40.68131,-73.95332,Entire home/apt,75,2,87,4/18/2017,2017
Vanessa,Bronx,University Heights,40.85811,-73.90675,Private room,37,4,117,5/21/2019,2019
Ali & SweetPea,Brooklyn,Williamsburg,40.70667,-73.96524,Entire home/apt,85,2,86,5/16/2019,2019
Jeffrey,Brooklyn,Gravesend,40.60452,-73.97103,Entire home/apt,106,7,0,,
Lena,Manhattan,East Harlem,40.7932,-73.94007,Entire home/apt,79,2,15,2/15/2016,2016
Doug,Brooklyn,Fort Greene,40.68768,-73.97611,Private room,85,2,35,7/2/2019,2019
Benton,Manhattan,Harlem,40.80224,-73.94558,Private room,170,2,17,10/1/2015,2015
Cheryl,Manhattan,Lower East Side,40.71473,-73.98842,Private room,115,3,3,2/15/2016,2016
Jorin,Manhattan,Harlem,40.80518,-73.95359,Private room,89,5,43,1/3/2018,2018
Lewis,Manhattan,Harlem,40.80827,-73.95329,Shared room,49,3,168,7/6/2019,2019
Jane,Brooklyn,Greenpoint,40.72901,-73.95812,Private room,91,3,241,6/24/2019,2019
Donna,Manhattan,Gramercy,40.73476,-73.98452,Entire home/apt,400,2,105,6/23/2019,2019
Kris,Brooklyn,Bushwick,40.69055,-73.92357,Entire home/apt,150,2,11,10/28/2018,2018
Henry,Manhattan,Upper West Side,40.7735,-73.98697,Entire home/apt,2000,30,30,5/5/2018,2018
Jennifer,Brooklyn,Crown Heights,40.67505,-73.95969,Entire home/apt,97,3,31,10/23/2018,2018
Cj,Manhattan,East Village,40.72974,-73.98201,Private room,100,4,49,5/7/2019,2019
Dani,Brooklyn,Williamsburg,40.70925,-73.95425,Entire home/apt,179,4,23,4/13/2019,2019
Sarah,Brooklyn,Greenpoint,40.72315,-73.95226,Entire home/apt,500,2,20,6/24/2019,2019
Amit,Manhattan,Chelsea,40.73939,-73.99612,Entire home/apt,429,10,18,6/24/2019,2019
Kathrine,Manhattan,Kips Bay,40.74112,-73.97686,Entire home/apt,189,6,90,6/23/2019,2019
Milan,Manhattan,Lower East Side,40.72019,-73.98217,Private room,120,2,99,6/27/2019,2019
Tony,Manhattan,Nolita,40.72133,-73.99666,Entire home/apt,300,1,6,6/28/2019,2019
Jason,Queens,Astoria,40.75744,-73.92163,Entire home/apt,107,30,21,12/1/2018,2018
Jason,Queens,Astoria,40.75695,-73.9202,Entire home/apt,95,30,24,4/4/2019,2019
Rosario,Manhattan,Harlem,40.8296,-73.94651,Entire home/apt,199,2,111,6/2/2019,2019
Mat,Manhattan,East Harlem,40.79056,-73.9468,Entire home/apt,120,2,86,6/20/2019,2019
Mike,Manhattan,West Village,40.73631,-73.99977,Entire home/apt,199,15,66,4/29/2019,2019
Christian & Carla,Bronx,Allerton,40.86466,-73.85709,Entire home/apt,125,2,271,6/20/2019,2019
Obed,Brooklyn,Williamsburg,40.71312,-73.96199,Private room,70,2,227,6/18/2019,2019
Lisa,Brooklyn,Williamsburg,40.71297,-73.94336,Private room,75,4,80,7/6/2019,2019
Village,Manhattan,West Village,40.73712,-74.00166,Private room,100,30,5,12/3/2018,2018
Andrew & Markus,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,Entire home/apt,99,2,187,6/10/2019,2019
